Product Name,SKU,dynamic_price,Regular Price,Short Description,Description,Meta Title,Meta Description,Sale Price,Quantity,Weight,Pkg WT %,MRP %,Multiplier,Ship Mult,Discount %,Brand Name,Category,Tag,attribute_name,attribute_value,gallery,thumbnail,meta_image
Mamaearth Onion Hair Serum For Silky & Smooth Hair,NDMA15455,TRUE,299,"A lightweight hair serum enriched with Onion and Biotin that controls frizz, reduces breakage, and adds shine. Smoothens dry and tangled hair, making it soft, silky, and manageable. Non-greasy, nourishing, and safe for all hair types. Toxin-free and dermatologically tested.","Reduces Frizz & Smoothens Hair: Enriched with Onion Extract, this serum helps tame frizz, detangle knots, and leave hair smooth and soft.

Strengthens & Reduces Breakage: Contains Biotin and nourishing oils that strengthen strands, reduce breakage, and improve overall hair texture.

Adds Shine & Softness: Gives dull, dry hair a natural shine and silky finish while keeping it manageable throughout the day.

Lightweight & Non-Greasy: Absorbs quickly without making hair oily or sticky—perfect for daily styling and post-wash care.

Suitable for All Hair Types: Works effectively on straight, curly, wavy, chemically treated, and color-treated hair.

Toxin-Free Formula: Free from parabens, sulfates, silicones, mineral oil, and harmful chemicals—100% safe and gentle.",Mamaearth Onion Hair Serum for Smooth Hair,"Mamaearth Onion Hair Serum smoothens frizz, reduces breakage, and adds shine with Onion & Biotin. Lightweight, non-greasy, and safe for all hair types.",299,1000,100,25,25,1.4,2,17,Mamaearth,"Beauty,Skin & Personal Care","Mamaearth Onion Hair Serum smoothens frizz, reduces breakage, and adds shine with Onion & Biotin. Lightweight, non-greasy, and safe for all hair types.",Pack Size,100 ml,"mamaearth-onion-hair-serum-for-silky-smooth-hair-1.png, mamaearth-onion-hair-serum-for-silky-smooth-hair-2.png, mamaearth-onion-hair-serum-for-silky-smooth-hair-3.png",mamaearth-onion-hair-serum-for-silky-smooth-hair-1.png,mamaearth-onion-hair-serum-for-silky-smooth-hair-1.png
Mamaearth Onion Hair Serum with Onion & Biotin for Strong Frizz -Free Hair,NDMA15456,TRUE,299,"A lightweight hair serum enriched with Onion and Biotin that strengthens hair, reduces breakage, and controls frizz. Smoothens dry strands, adds shine, detangles easily, and keeps hair soft and manageable. Non-greasy, nourishing, and suitable for all hair types.","Strong & Frizz-Free Hair: Powered by Onion Extract and Biotin, this serum helps control frizz, smoothen rough hair, and improve overall texture.

Reduces Breakage & Strengthens Strands: Biotin fortifies hair from root to tip, reducing breakage and making hair stronger and healthier.

Adds Shine & Softness: Gives dull, dry hair a silky shine and smooth finish, making it look healthier and more manageable.

Detangles Effortlessly: Helps loosen knots and tangles, making combing easier and preventing unnecessary hair fall.

Lightweight & Non-Sticky: Fast-absorbing formula that doesn’t weigh hair down, perfect for daily styling or post-wash nourishment.

Suitable for All Hair Types: Works well on curly, straight, wavy, frizzy, chemically treated, and color-treated hair.

Toxin-Free & Safe: Free from parabens, silicones, mineral oil, sulfates, and harmful chemicals—100% safe for everyday use.",Mamaearth Onion Hair Serum for Frizz-Free Hair,"Mamaearth Onion Hair Serum with Onion & Biotin controls frizz, strengthens hair, adds shine, and reduces breakage. Lightweight, non-greasy, and safe for all hair types.",299,1000,100,25,25,1.4,2,17,Mamaearth,"Beauty,Hair","Mamaearth Onion Hair Serum, Frizz Free Hair Serum, Onion & Biotin Serum, Strong Hair Serum, Hair Breakage Control, Smooth Hair Serum, Anti Frizz Serum, Natural Hair Serum, Hair Strengthening Serum, Mamaearth Products",Pack Size,100 ml,"mamaearth-onion-hair-serum-with-onion-biotin-for-strong-frizz-free-hair-1.png, mamaearth-onion-hair-serum-with-onion-biotin-for-strong-frizz-free-hair-2.png, mamaearth-onion-hair-serum-with-onion-biotin-for-strong-frizz-free-hair-3.png",mamaearth-onion-hair-serum-with-onion-biotin-for-strong-frizz-free-hair-1.png,mamaearth-onion-hair-serum-with-onion-biotin-for-strong-frizz-free-hair-1.png
Mamaearth Onion Anti Hair Fall Spa Range with Shampoo + Conditioner + Oil for Hair Fall Control,NDMA15457,TRUE,1117,"A complete anti–hair fall spa range with Onion Shampoo, Conditioner, and Hair Oil to reduce breakage, strengthen roots, and boost hair growth. Nourishes scalp, smoothens hair, and adds shine. Toxin-free, safe for all hair types, and ideal for hair fall control.","Complete Hair Fall Control Routine: This spa range includes Onion Shampoo, Conditioner, and Hair Oil designed to reduce hair fall, strengthen roots, and support healthy hair growth.

Onion Oil for Strong Roots: Rich in sulfur and antioxidants, Onion Oil improves circulation, strengthens hair follicles, and reduces breakage.

Plant Keratin for Smooth Hair: Plant Keratin in the shampoo and conditioner smoothens frizz, repairs damage, and enhances shine without stripping natural moisture.

Deep Scalp Nourishment: The hair oil nourishes the scalp, reduces dryness, and promotes stronger, healthier hair with consistent use.

Repairs & Improves Texture: The conditioner softens, detangles, and reduces frizz while improving overall hair texture.

Safe for All Hair Types: Suitable for dry, oily, frizzy, color-treated, chemically treated, and damaged hair.

100% Toxin-Free: Free from sulfates, parabens, silicones, mineral oil, synthetic fragrances, and harsh chemicals—gentle and safe for everyday use.",Mamaearth Onion Anti Hair Fall Spa Range,"Mamaearth Onion Anti Hair Fall Spa Range with Shampoo, Conditioner & Oil reduces hair fall, strengthens roots, smoothens hair, and boosts growth. Natural and toxin-free.",1117,1000,650,25,25,1.3,1.4,17,Mamaearth,"Beauty,Hair","Mamaearth Onion Spa Range, Anti Hair Fall Kit, Onion Shampoo, Onion Conditioner, Onion Hair Oil, Hair Fall Control Kit, Hair Growth Spa, Natural Hair Care, Strong Hair Kit, Mamaearth Products",Pack Size,Combo of 3,"mamaearth-onion-anti-hair-fall-spa-range-with-shampoo-conditioner-oil-for-hair-fall-control-1.png, mamaearth-onion-anti-hair-fall-spa-range-with-shampoo-conditioner-oil-for-hair-fall-control-2.png, mamaearth-onion-anti-hair-fall-spa-range-with-shampoo-conditioner-oil-for-hair-fall-control-3.png",mamaearth-onion-anti-hair-fall-spa-range-with-shampoo-conditioner-oil-for-hair-fall-control-1.png,mamaearth-onion-anti-hair-fall-spa-range-with-shampoo-conditioner-oil-for-hair-fall-control-1.png
Mamaearth Onion Shampoo For Hair Fall Control & Hair Growth With Onion & Plant Keratin,NDMA15458,TRUE,1299,"A gentle, nourishing shampoo with Onion and Plant Keratin that reduces hair fall, strengthens roots, and boosts hair growth. Cleanses without drying, improves texture, and makes hair soft, smooth, and shiny. Suitable for all hair types and completely toxin-free.","Reduces Hair Fall & Breakage: Enriched with Onion Extract, known for its sulfur-rich composition that strengthens roots, reduces breakage, and supports hair growth.

Boosts Hair Strength & Shine: Plant Keratin smoothens frizz, repairs damage, and restores natural shine without stripping moisture.

Deeply Cleanses & Nourishes: Gently removes dirt, buildup, and excess oil while nourishing the scalp for healthier-looking hair.

Promotes Healthy Hair Growth: Regular use strengthens follicles, supports thicker hair, and improves overall scalp health.

Suitable for All Hair Types: Works well for dry, oily, damaged, frizzy, chemically treated, and color-treated hair.

Safe & Toxin-Free: Free from sulfates, parabens, silicones, mineral oil, dyes, and artificial fragrances—ideal for everyday use.",Mamaearth Onion Shampoo for Hair Fall Control,"Mamaearth Onion Shampoo with Onion & Plant Keratin reduces hair fall, strengthens roots, and boosts hair growth. Nourishing, gentle, and safe for all hair types.",1299,1000,1000,25,25,1.3,1.3,17,Mamaearth,"Beauty,Hair","Mamaearth Onion Shampoo, Hair Fall Control Shampoo, Onion & Keratin Shampoo, Hair Growth Shampoo, Anti Hair Fall Shampoo, Natural Hair Care, Strengthening Shampoo, Smooth Hair Shampoo, Scalp Care Shampoo, Mamaearth Products",Pack Size,1000 ml,"mamaearth-onion-shampoo-for-hair-fall-control-hair-growth-with-onion-plant-keratin-1.png, mamaearth-onion-shampoo-for-hair-fall-control-hair-growth-with-onion-plant-keratin-2.png, mamaearth-onion-shampoo-for-hair-fall-control-hair-growth-with-onion-plant-keratin-3.png",mamaearth-onion-shampoo-for-hair-fall-control-hair-growth-with-onion-plant-keratin-1.png,mamaearth-onion-shampoo-for-hair-fall-control-hair-growth-with-onion-plant-keratin-1.png
Mamaearth Bye Bye Blemishes Face Cream With Mulberry Extract & Vitamin C,NDMA15459,TRUE,471,"A powerful anti-blemish face cream with Mulberry Extract and Vitamin C that reduces dark spots, pigmentation, and uneven skin tone. Brightens, hydrates, and improves skin texture. Lightweight, non-greasy, and suitable for all skin types. Toxin-free and dermatologically tested.","Fades Dark Spots & Pigmentation: Enriched with Mulberry Extract and Vitamin C, this cream targets stubborn blemishes, acne marks, and uneven patches to give clearer skin.

Brightens & Evens Skin Tone: Vitamin C boosts radiance, reduces dullness, and improves overall skin brightness.

Mulberry Extract for Clarity: Helps naturally lighten pigmentation, fade dark spots, and improve skin texture.

Lightweight & Non-Greasy: Absorbs quickly into the skin, making it perfect for day and night use without stickiness.

Hydrates & Nourishes: Keeps skin soft, smooth, and well-moisturized while promoting a healthy glow.

Suitable for All Skin Types: Dermatologically tested and safe for oily, dry, combination, acne-prone, and sensitive skin.

Toxin-Free Formula: Free from parabens, silicones, mineral oil, sulfates, and artificial fragrances—100% safe and natural.",Mamaearth Bye Bye Blemishes Face Cream,"Mamaearth Bye Bye Blemishes Face Cream with Mulberry & Vitamin C reduces dark spots, evens skin tone, and brightens skin. Lightweight, hydrating, and toxin-free.",471,1000,30,25,25,1.4,4,17,Mamaearth,"Beauty,Hair","Mamaearth Face Cream, Bye Bye Blemishes Cream, Anti Pigmentation Cream, Dark Spot Removal Cream, Mulberry Cream, Vitamin C Face Cream, Even Tone Cream, Brightening Face Cream, Natural Skincare, Mamaearth Products",Pack Size,30 g,"mamaearth-bye-bye-blemishes-face-cream-with-mulberry-extract-vitamin-c-1.png, mamaearth-bye-bye-blemishes-face-cream-with-mulberry-extract-vitamin-c-2.png, mamaearth-bye-bye-blemishes-face-cream-with-mulberry-extract-vitamin-c-3.png",mamaearth-bye-bye-blemishes-face-cream-with-mulberry-extract-vitamin-c-1.png,mamaearth-bye-bye-blemishes-face-cream-with-mulberry-extract-vitamin-c-1.png
Mamaearth Soothing Baby Massage Oil,NDMA15460,TRUE,399,"A gentle baby massage oil enriched with natural oils that nourish, moisturize, and strengthen your baby’s skin and muscles. Lightweight, non-sticky, and perfect for daily massage. Dermatologically tested, hypoallergenic, and safe for newborns.","Deep Skin Nourishment: Made with a blend of natural oils that deeply moisturize, soften, and protect delicate baby skin.

Strengthens Bones & Muscles: Regular massage with this oil helps support healthy muscle and bone development in growing babies.

Lightweight & Non-Sticky Formula: Absorbs quickly without leaving a greasy residue, ensuring a soothing and comfortable massage experience.

Calming & Relaxing: Helps relax the baby’s body and promotes better sleep, making it ideal for bedtime massages.

Perfect for Sensitive Skin: Dermatologically tested, hypoallergenic, and suitable for newborns as well as babies with delicate or sensitive skin.

100% Toxin-Free: Free from mineral oil, parabens, silicones, artificial fragrances, and harmful chemicals—safe for everyday use.",Mamaearth Soothing Baby Massage Oil,"Mamaearth Soothing Baby Massage Oil nourishes, moisturizes, and strengthens baby skin and muscles. Lightweight, natural, non-sticky, and safe for newborn",399,1000,200,25,25,1.4,1.4,17,Mamaearth,"Beauty,Skin & Personal Care","Mamaearth Massage Oil, Soothing Baby Oil, Baby Massage Oil, Gentle Baby Skincare, Natural Baby Oil, Sensitive Skin Baby Oil, Baby Body Care, Non Sticky Baby Oil, Toxin Free Baby Oil, Mamaearth Products",Pack Size,200 ml,"mamaearth-soothing-baby-massage-oil-1.png, mamaearth-soothing-baby-massage-oil-2.png, mamaearth-soothing-baby-massage-oil-3.png",mamaearth-soothing-baby-massage-oil-1.png,mamaearth-soothing-baby-massage-oil-1.png
"Mamaearth Tan Removal Regimen Combo of Ubtan face Wash, Ubtan Face Mask & Ubtan Face Scrub",NDMA15461,TRUE,1097,"Mamaearth Tan Removal Regimen Combo of Ubtan face Wash, Ubtan Face Mask & Ubtan Face Scrub","Complete Tan Removal Regimen: Includes Ubtan Face Wash, Face Scrub, and Face Mask to cleanse, exfoliate, and rejuvenate the skin for a brighter, tan-free look.

Enriched with Turmeric & Saffron: Turmeric helps brighten and soothe the skin, while Saffron enhances radiance and improves skin tone.

Gentle Exfoliation: Ubtan Face Scrub removes dead skin cells, unclogs pores, and improves skin texture for smooth, soft skin.

Deep Cleansing & Glow: Ubtan Face Wash removes dirt, excess oil, and impurities while brightening the complexion naturally.

Nourishing Face Mask: Ubtan Face Mask helps repair sun-damaged skin, tighten pores, and give a refreshed, glowing look.

Suitable for All Skin Types: Dermatologically tested and gentle for oily, dry, combination, and sensitive skin.

Toxin-Free Formula: Free from parabens, silicones, sulfates, mineral oil, and synthetic fragrances—100% safe and natural.",Mamaearth Tan Removal Ubtan Combo,"Mamaearth Tan Removal Regimen with Ubtan Face Wash, Scrub & Mask removes tan, brightens skin, and improves texture with Turmeric & Saffron. Natural and toxin-free.",1097,1000,300,25,25,1.3,1.4,17,Mamaearth,"Baby,Baby Oil","Mamaearth Ubtan Combo, Tan Removal Kit, Ubtan Face Wash, Ubtan Face Scrub, Ubtan Face Mask, Tan Removal Skincare, Brightening Skincare, Natural Face Care, Anti Tan Products, Mamaearth Products",Pack Size,Combo of 3,"mamaearth-tan-removal-regimen-combo-of-ubtan-face-wash-ubtan-face-mask-ubtan-face-scrub-1.png, mamaearth-tan-removal-regimen-combo-of-ubtan-face-wash-ubtan-face-mask-ubtan-face-scrub-2.png, mamaearth-tan-removal-regimen-combo-of-ubtan-face-wash-ubtan-face-mask-ubtan-face-scrub-3.png",mamaearth-tan-removal-regimen-combo-of-ubtan-face-wash-ubtan-face-mask-ubtan-face-scrub-1.png,mamaearth-tan-removal-regimen-combo-of-ubtan-face-wash-ubtan-face-mask-ubtan-face-scrub-1.png
Mamaearth Wedding Glow Skincare Kit,NDMA15462,TRUE,1356,"A complete bridal glow skincare kit designed to brighten, hydrate, and rejuvenate skin with natural ingredients. Helps reduce dullness, improve texture, and give a radiant glow. Perfect for brides-to-be and all skin types. Toxin-free and dermatologically tested.","Complete Bridal Glow Routine: A specially curated kit that includes essential skincare products to enhance radiance, reduce dullness, and brighten your complexion naturally.

Boosts Natural Radiance: Packed with skin-brightening ingredients that deeply nourish and give a healthy, luminous glow—perfect for wedding-ready skin.

Hydrates & Rejuvenates Skin: Helps keep skin hydrated, soft, and plump while improving texture and reducing dryness.

Reduces Dark Spots & Pigmentation: Regular use helps fade marks, spots, and uneven tone for clearer, smoother skin.

Perfect for All Skin Types: Gentle, dermatologically tested formulas suitable for dry, oily, combination, and sensitive skin.

Toxin-Free & Safe: Made without parabens, sulfates, silicones, mineral oil, and artificial fragrances—100% safe for daily skincare.

Ideal for Brides-to-Be: Gives a naturally glowing look for pre-wedding skincare routines with long-lasting freshness and brightness.",Mamaearth Wedding Glow Skincare Kit,"Mamaearth Wedding Glow Skincare Kit brightens, hydrates, and rejuvenates skin for a radiant bridal glow. Natural, toxin-free, and suitable for all skin types.",1356,1000,430,25,25,1.3,1.4,17,Mamaearth,"Beauty,Skin & Personal Care","Mamaearth Glow Kit, Wedding Glow Kit, Bridal Skincare Kit, Mamaearth Skincare, Radiant Skin Kit, Skin Brightening Kit, Natural Skincare, Bridal Glow Products, Wedding Skin Care Routine, Mamaearth Products",Pack Size,Combo of 4,"mamaearth-wedding-glow-skincare-kit-1.png, mamaearth-wedding-glow-skincare-kit-2.png, mamaearth-wedding-glow-skincare-kit-3.png",mamaearth-wedding-glow-skincare-kit-1.png,mamaearth-wedding-glow-skincare-kit-1.png
Mamaearth Onion Anti Hair Fall Express Kit with Shampoo + Conditioner for Hair Fall Control,NDMA15463,TRUE,698,Mamaearth Onion Anti Hair Fall Express Kit with Shampoo + Conditioner for Hair Fall Control,"Complete Hair Fall Control Kit: Includes Onion Shampoo and Conditioner designed to reduce hair fall, strengthen roots, and promote healthy hair growth.

Onion Power for Strong Roots: Packed with Onion Extract rich in sulfur that helps improve scalp health, reduce breakage, and boost hair strength.

Plant Keratin for Smoothness: Plant Keratin gently repairs damage, adds softness, and improves hair elasticity without weighing it down.

Deep Nourishment & Hydration: Conditioner enriched with nourishing oils that moisturize, detangle, and add shine while preventing frizz.

Safe for All Hair Types: Suitable for men and women with dry, oily, frizzy, or damaged hair. Gentle formula safe for regular use.

Toxin-Free & Natural: Free from sulfates, parabens, silicones, mineral oil, dyes, and artificial fragrances—ensuring healthy, clean hair care.

Promotes Healthy, Shiny Hair: Regular use leaves hair smooth, soft, and stronger from root to tip with visibly reduced hair fall.",Mamaearth Onion Hair Fall Control Kit,"Mamaearth Onion Anti Hair Fall Kit with Shampoo & Conditioner reduces hair fall, strengthens roots, and adds shine. Natural, safe, and suitable for all hair types.",698,1000,500,25,25,1.4,1.4,17,Mamaearth,"Beauty,Skin & Personal Care","Mamaearth Onion Kit, Onion Shampoo, Onion Conditioner, Hair Fall Control Kit, Anti Hair Fall Shampoo, Natural Hair Care, Hair Strengthening Shampoo, Plant Keratin Conditioner, Hair Growth Support, Mamaearth Products",Pack Size,Pack of 2,"mamaearth-onion-anti-hair-fall-express-kit-with-shampoo-conditioner-for-hair-fall-control-1.png, mamaearth-onion-anti-hair-fall-express-kit-with-shampoo-conditioner-for-hair-fall-control-2.png, mamaearth-onion-anti-hair-fall-express-kit-with-shampoo-conditioner-for-hair-fall-control-3.png",mamaearth-onion-anti-hair-fall-express-kit-with-shampoo-conditioner-for-hair-fall-control-1.png,mamaearth-onion-anti-hair-fall-express-kit-with-shampoo-conditioner-for-hair-fall-control-1.png
Mamaearth Anti Acne Kit,NDMA15464,TRUE,1177,"A complete anti-acne skincare kit designed to reduce pimples, control oil, clear pores, and fade acne marks. Enriched with Tea Tree, Salicylic Acid, and Neem for clear, healthy skin. Suitable for acne-prone and sensitive skin. Toxin-free and dermatologically tested.","Complete Anti-Acne Solution: This kit includes a curated set of products that work together to reduce acne, prevent new breakouts, and improve skin clarity.

Controls Excess Oil: Helps balance sebum production to prevent clogged pores, blackheads, and whiteheads.

Fights Pimples & Bacteria: Enriched with Tea Tree and Salicylic Acid that reduce active acne, fight acne-causing bacteria, and soothe inflamed skin.

Reduces Acne Marks & Scars: Helps fade dark spots, post-acne marks, and uneven skin tone while improving skin texture.

Deep Cleansing & Pore Purifying: Clears dirt, impurities, and buildup from pores, promoting smoother and clearer skin.

Suitable for All Skin Types: Gentle, dermatologically tested formulas ideal for oily, acne-prone, combination, and sensitive skin.

Toxin-Free & Safe: Free from parabens, sulfates, silicones, mineral oil, artificial fragrance, and harmful chemicals — 100% safe for daily use.",Mamaearth Anti Acne Kit,"Mamaearth Anti Acne Kit reduces pimples, controls oil, fades acne marks, and clears pores using Tea Tree & Salicylic Acid. Gentle, effective, and toxin-free.",1177,1000,440,25,25,1.3,1.4,17,Mamaearth,"Beauty,Hair","Mamaearth Anti Acne Kit, Acne Control Kit, Anti Pimple Kit, Salicylic Acid Skincare, Tea Tree Skincare, Acne Marks Removal, Oil Control Skincare, Clear Skin Kit, Natural Acne Care, Mamaearth Products",Pack Size,Pack of 3,"mamaearth-anti-acne-kit-1.png, mamaearth-anti-acne-kit-2.png, mamaearth-anti-acne-kit-3.png",mamaearth-anti-acne-kit-1.png,mamaearth-anti-acne-kit-1.png
Mamaearth Vitamin C Daily Glow Lumi Cream with Vitamin C and Turmeric for Moisturizing Glow,NDMA15465,TRUE,299,"A lightweight glow-boosting face cream with Vitamin C and Turmeric that brightens, hydrates, and adds an instant luminous finish. Reduces dullness, evens skin tone, and enhances natural radiance. Non-greasy, fast-absorbing, and suitable for all skin types. Toxin-free and dermatologically tested.","Instant Luminous Glow: Infused with Vitamin C and Turmeric, this Lumi Cream delivers instant brightness and a natural glow for healthy-looking skin.

Brightens & Evens Skin Tone: Vitamin C helps fade dullness, lighten dark spots, and even out pigmentation for a radiant finish.

Turmeric for Natural Radiance: Turmeric soothes skin, reduces inflammation, and boosts glow while improving skin clarity.

Lightweight & Non-Greasy: The quick-absorbing formula hydrates skin without stickiness, perfect for daily use under makeup or alone.

Hydrates & Softens Skin: Keeps skin moisturized, soft, and supple throughout the day.

Suitable for All Skin Types: Dermatologically tested and safe for oily, dry, combination, and sensitive skin.

Toxin-Free & Safe: Free from parabens, silicones, sulfates, mineral oil, dyes, and synthetic fragrances.",Mamaearth Vitamin C Daily Glow Lumi Cream,"Mamaearth Vitamin C Daily Glow Lumi Cream brightens, hydrates, and adds an instant glow with Vitamin C & Turmeric. Lightweight, non-greasy, and perfect for all skin types.",299,1000,30,25,25,1.4,4,17,Mamaearth,"Beauty,Skin & Personal Care","Mamaearth Lumi Cream, Vitamin C Glow Cream, Daily Glow Cream, Turmeric Face Cream, Brightening Face Cream, Instant Glow Cream, Hydrating Lumi Cream, Natural Face Moisturizer, Radiant Skin Cream, Mamaearth Products",Pack Size,30g,"mamaearth-vitamin-c-daily-glow-lumi-cream-with-vitamin-c-and-turmeric-for-moisturizing-glow-1.png, mamaearth-vitamin-c-daily-glow-lumi-cream-with-vitamin-c-and-turmeric-for-moisturizing-glow-2.png, mamaearth-vitamin-c-daily-glow-lumi-cream-with-vitamin-c-and-turmeric-for-moisturizing-glow-3.png",mamaearth-vitamin-c-daily-glow-lumi-cream-with-vitamin-c-and-turmeric-for-moisturizing-glow-1.png,mamaearth-vitamin-c-daily-glow-lumi-cream-with-vitamin-c-and-turmeric-for-moisturizing-glow-1.png
Mamaearth Beetroot Tinted,NDMA15466,TRUE,299,"Mamaearth Beetroot Tinted — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,299,1000,2,25,25,1.4,30,17,Mamaearth,"Beauty,Skin & Personal Care",,Pack Size,2 g,"mamaearth-beetroot-tinted-1.png, mamaearth-beetroot-tinted-2.png, mamaearth-beetroot-tinted-3.png",mamaearth-beetroot-tinted-1.png,mamaearth-beetroot-tinted-1.png
Mamaearth Ubtan Body Scrub,NDMA15467,TRUE,499,"A gentle exfoliating body scrub enriched with Turmeric, Saffron, and Walnut Beads to remove tan, dead skin, and impurities. Brightens, smoothens, and improves skin texture. Natural, toxin-free, and suitable for all skin types.","Removes Tan & Dead Skin: Enriched with Turmeric and Walnut Beads, this body scrub gently exfoliates dead skin cells and helps remove suntan effectively.

Brightens & Smoothens Skin: Saffron and Turmeric boost radiance, improve skin tone, and give naturally glowing skin after every exfoliation.

Deep Cleansing Formula: Removes dirt, oil, and impurities from the surface of the skin, leaving it fresh and clean.

Improves Skin Texture: Regular use makes skin soft, smooth, and even-toned by reducing dryness and rough patches.

Gentle & Safe on Skin: Dermatologically tested and suitable for all skin types, including sensitive skin.

Toxin-Free & Natural: Free from parabens, sulfates, silicones, mineral oil, and artificial fragrances—100% safe and natural.",Mamaearth Ubtan Body Scrub,"Mamaearth Ubtan Body Scrub removes tan, exfoliates dead skin, and brightens with Turmeric & Saffron. Leaves skin smooth, glowing, and deeply cleansed.",499,1000,200,25,25,1.4,1.4,17,Mamaearth,"Beauty,Makeup","Mamaearth Body Scrub, Ubtan Body Scrub, Tan Removal Scrub, Turmeric Body Scrub, Saffron Body Scrub, Walnut Scrub, Natural Exfoliating Scrub, Skin Brightening Scrub, Smooth Skin Scrub, Mamaearth Products",Pack Size,200 g,"mamaearth-ubtan-body-scrub-1.png, mamaearth-ubtan-body-scrub-2.png, mamaearth-ubtan-body-scrub-3.png",mamaearth-ubtan-body-scrub-1.png,mamaearth-ubtan-body-scrub-1.png
Mamaearth Soothing Waterproof Eyeliner,NDMA15468,TRUE,399,"A soothing, waterproof eyeliner enriched with natural ingredients for smooth application and long-lasting wear. Smudge-proof, irritation-free, and gentle on sensitive eyes. Delivers intense color, precise lines, and all-day comfort.","Waterproof & Smudge-Proof: Designed to stay put all day without smudging or fading, even in humid or watery conditions.

Soothing & Gentle Formula: Enriched with natural, calming ingredients that keep eyes comfortable and irritation-free, ideal for sensitive eyes.

Intense Black Finish: Delivers rich, bold pigment that enhances your eye look with clean, precise lines.

Smooth & Easy Application: Glides effortlessly across the eyelids with a precise tip for beginners and pros.

Long-Lasting Wear: Stays intact for hours without cracking or flaking, perfect for daily use and special occasions.

Toxin-Free & Safe: Free from parabens, silicones, mineral oil, and harmful chemicals—100% safe for everyday eye makeup.",Mamaearth Soothing Waterproof Eyeliner,"Mamaearth Soothing Waterproof Eyeliner offers long-lasting, smudge-proof wear with a gentle formula for sensitive eyes. Intense color, smooth glide, and toxin-free.",399,1000,3.5,25,25,1.4,25,17,Mamaearth,"Beauty,Skin & Personal Care","Mamaearth Soothing Waterproof Eyeliner offers long-lasting, smudge-proof wear with a gentle formula for sensitive eyes. Intense color, smooth glide, and toxin-free.",Pack Size,3.5 ml,"mamaearth-soothing-waterproof-eyeliner-1.png, mamaearth-soothing-waterproof-eyeliner-2.png, mamaearth-soothing-waterproof-eyeliner-3.png",mamaearth-soothing-waterproof-eyeliner-1.png,mamaearth-soothing-waterproof-eyeliner-1.png
Mamaearth Glow Serum Medium Foundation,NDMA15469,TRUE,599,"A lightweight glow serum foundation that blends seamlessly, gives medium coverage, and delivers a radiant finish. Enriched with Vitamin C and Turmeric to brighten, hydrate, and improve skin texture. Breathable, long-lasting, and suitable for all skin types. Toxin-free and dermatologically tested.","Serum + Foundation Formula: Combines the benefits of skincare and makeup with Vitamin C & Turmeric to give glowing, healthy-looking skin.

Natural Radiant Finish: Delivers a dewy glow while evening out skin tone for a smooth, flawless look.

Medium Coverage: Covers blemishes, dark spots, and redness without feeling heavy—perfect for daily wear.

Lightweight & Breathable: Serum-like texture blends effortlessly into the skin, allowing it to breathe while staying put for long hours.

Hydrates & Brightens Skin: Vitamin C boosts radiance and reduces dullness, while Turmeric soothes and enhances natural glow.

Long-Lasting Wear: Stays fresh and crease-free throughout the day without oxidizing.

Safe for All Skin Types: Dermatologically tested and suitable for dry, oily, combination, and sensitive skin.

Toxin-Free Formula: Free from parabens, mineral oil, silicones, and harmful chemicals",Mamaearth Glow Serum Medium Foundation,"Mamaearth Glow Serum Medium Foundation gives medium coverage and a radiant finish with Vitamin C & Turmeric. Lightweight, hydrating, long-lasting, and toxin-free.",599,1000,30,25,25,1.4,4,17,Mamaearth,"Beauty,Makeup","Mamaearth Foundation, Glow Serum Foundation, Medium Foundation, Vitamin C Foundation, Turmeric Foundation, Radiant Finish Foundation, Natural Face Makeup, Medium Coverage Foundation, Dewy Foundation, Mamaearth Products",Pack Size,30 ml,"mamaearth-glow-serum-medium-foundation-1.png, mamaearth-glow-serum-medium-foundation-2.png, mamaearth-glow-serum-medium-foundation-3.png",mamaearth-glow-serum-medium-foundation-1.png,mamaearth-glow-serum-medium-foundation-1.png
Mamaearth Glow Oil Control Matte Compact SPF 30,NDMA15470,TRUE,499,"A lightweight matte compact with SPF 30 that controls oil, evens skin tone, and gives a natural glow. Enriched with Vitamin C & Turmeric, it provides sun protection, reduces shine, and keeps skin fresh all day. Suitable for all skin types and toxin-free.","A cosmetic product delivering reliable performance, comfortable wear, and a pleasant finish. Dermatologically tested and formulated for everyday use. Free from harsh chemicals and dermatologically tested where applicable.",,,499,1000,9,25,25,1.4,20,17,Mamaearth,"Beauty,Makeup",,Pack Size,9 g,"mamaearth-glow-oil-control-matte-compact-spf-30-1.png, mamaearth-glow-oil-control-matte-compact-spf-30-2.png, mamaearth-glow-oil-control-matte-compact-spf-30-3.png",mamaearth-glow-oil-control-matte-compact-spf-30-1.png,mamaearth-glow-oil-control-matte-compact-spf-30-1.png
